bucket,object_key,size_bytes,created_at,affected_armor_versions
iad-kalshi,"raw/2026-06-14/06/ws.jsonl.gz",22962517,2026-06-14T07:00:09.226000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/06/orderbook_delta.parquet",23888515,2026-06-14T07:00:54.053000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/07/ws.jsonl.gz",21763164,2026-06-14T08:00:09.596000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/07/orderbook_delta.parquet",22395988,2026-06-14T08:00:32.941000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/08/ws.jsonl.gz",22150050,2026-06-14T09:00:09.617000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/08/orderbook_delta.parquet",22813020,2026-06-14T09:00:34.832000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/09/ws.jsonl.gz",18803821,2026-06-14T10:00:09.137000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/09/orderbook_delta.parquet",19139092,2026-06-14T10:00:30.346000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/10/ws.jsonl.gz",21090185,2026-06-14T11:00:09.588000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/10/orderbook_delta.parquet",21575608,2026-06-14T11:00:32.621000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/11/ws.jsonl.gz",22985570,2026-06-14T12:00:10.827000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/11/orderbook_delta.parquet",24109032,2026-06-14T12:00:38.604000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/12/ws.jsonl.gz",18721444,2026-06-14T13:00:10.819000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/12/orderbook_delta.parquet",19652255,2026-06-14T13:00:32.802000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/13/ws.jsonl.gz",21941398,2026-06-14T14:00:10.758000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/13/orderbook_delta.parquet",22401954,2026-06-14T14:00:35.144000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/14/ws.jsonl.gz",35161767,2026-06-14T15:00:13.179000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/14/orderbook_delta.parquet",33736024,2026-06-14T15:01:03.306000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/15/ws.jsonl.gz",37833325,2026-06-14T16:00:14.868000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/15/orderbook_delta.parquet",37974474,2026-06-14T16:01:02.045000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/16/ws.jsonl.gz",33445362,2026-06-14T17:00:13.718000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/16/orderbook_delta.parquet",34576128,2026-06-14T17:00:48.049000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/17/ws.jsonl.gz",29843263,2026-06-14T18:00:14.438000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/17/orderbook_delta.parquet",30448533,2026-06-14T18:00:48.501000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/18/ws.jsonl.gz",32610865,2026-06-14T19:00:13.946000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/18/orderbook_delta.parquet",33739957,2026-06-14T19:00:48.673000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/19/ws.jsonl.gz",36099127,2026-06-14T20:00:14.811000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/19/orderbook_delta.parquet",35475284,2026-06-14T20:00:52.800000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/20/ws.jsonl.gz",34996897,2026-06-14T21:00:15.129000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/20/orderbook_delta.parquet",34684446,2026-06-14T21:00:58.922000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/21/ws.jsonl.gz",35215662,2026-06-14T22:00:14.509000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/21/orderbook_delta.parquet",35957310,2026-06-14T22:00:52.614000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/22/ws.jsonl.gz",35482613,2026-06-14T23:00:14.572000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/22/orderbook_delta.parquet",37011282,2026-06-14T23:00:55.813000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-14/23/ws.jsonl.gz",24576197,2026-06-15T00:00:12.794000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-14/23/orderbook_delta.parquet",26226529,2026-06-15T00:00:40.410000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/00/ws.jsonl.gz",24699451,2026-06-15T01:00:13.126000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/00/orderbook_delta.parquet",24563291,2026-06-15T01:00:41.094000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/01/ws.jsonl.gz",21959553,2026-06-15T02:00:14.013000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/01/orderbook_delta.parquet",22473710,2026-06-15T02:00:45.284000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/02/ws.jsonl.gz",22652365,2026-06-15T03:00:14.124000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/02/orderbook_delta.parquet",22976086,2026-06-15T03:00:38.251000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/03/ws.jsonl.gz",23443529,2026-06-15T04:00:14.073000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/03/orderbook_delta.parquet",24220038,2026-06-15T04:00:39.823000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/04/ws.jsonl.gz",20047632,2026-06-15T05:00:14.498000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/04/orderbook_delta.parquet",20117713,2026-06-15T05:00:36.494000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/05/ws.jsonl.gz",21288426,2026-06-15T06:00:13.811000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/05/orderbook_delta.parquet",22605557,2026-06-15T06:00:38.581000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/06/ws.jsonl.gz",18412560,2026-06-15T07:00:13.250000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/06/orderbook_delta.parquet",19098307,2026-06-15T07:00:36.298000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/07/ws.jsonl.gz",17444127,2026-06-15T08:00:13.123000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/07/orderbook_delta.parquet",19226341,2026-06-15T08:00:34.124000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/08/ws.jsonl.gz",16536479,2026-06-15T09:00:13.038000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/08/orderbook_delta.parquet",18296581,2026-06-15T09:00:34.050000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/09/ws.jsonl.gz",21650864,2026-06-15T10:00:14.484000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/09/orderbook_delta.parquet",22703913,2026-06-15T10:00:39.191000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/10/ws.jsonl.gz",20909106,2026-06-15T11:00:14.332000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/10/orderbook_delta.parquet",21410849,2026-06-15T11:00:38.218000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/11/ws.jsonl.gz",24214587,2026-06-15T12:00:15.831000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/11/orderbook_delta.parquet",25055922,2026-06-15T12:00:42.952000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/12/ws.jsonl.gz",23514730,2026-06-15T13:00:17.513000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/12/orderbook_delta.parquet",24493891,2026-06-15T13:00:46.115000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/13/ws.jsonl.gz",28821968,2026-06-15T14:00:16.145000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/13/orderbook_delta.parquet",29969562,2026-06-15T14:00:51.702000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/14/ws.jsonl.gz",46133560,2026-06-15T15:00:21.174000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/14/orderbook_delta.parquet",43440606,2026-06-15T15:01:13.736000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/15/ws.jsonl.gz",39629381,2026-06-15T16:00:19.862000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/15/orderbook_delta.parquet",39222056,2026-06-15T16:01:00.777000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/16/ws.jsonl.gz",35036858,2026-06-15T17:00:20.141000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/16/orderbook_delta.parquet",34152731,2026-06-15T17:01:05.166000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/17/ws.jsonl.gz",38858224,2026-06-15T18:00:19.950000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/17/orderbook_delta.parquet",37617173,2026-06-15T18:01:03.568000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/18/ws.jsonl.gz",43147301,2026-06-15T19:00:21.772000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/18/orderbook_delta.parquet",43802730,2026-06-15T19:01:12.212000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/19/ws.jsonl.gz",41164973,2026-06-15T20:00:21.549000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/19/orderbook_delta.parquet",42003737,2026-06-15T20:01:16.931000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/20/ws.jsonl.gz",37920456,2026-06-15T21:00:20.024000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/20/orderbook_delta.parquet",38401081,2026-06-15T21:01:06.839000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/21/ws.jsonl.gz",46735679,2026-06-15T22:00:22.126000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/21/orderbook_delta.parquet",49978079,2026-06-15T22:01:21.942000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/22/ws.jsonl.gz",34848525,2026-06-15T23:00:22.185000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/22/orderbook_delta.parquet",36362278,2026-06-15T23:01:29.153000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-15/23/ws.jsonl.gz",26327716,2026-06-16T00:00:20.121000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-15/23/orderbook_delta.parquet",25704787,2026-06-16T00:01:22.631000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/00/ws.jsonl.gz",24719380,2026-06-16T01:00:22.196000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/00/orderbook_delta.parquet",22298833,2026-06-16T01:00:54.198000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/01/ws.jsonl.gz",27273146,2026-06-16T02:00:20.343000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/01/orderbook_delta.parquet",24238903,2026-06-16T02:00:50.125000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/02/ws.jsonl.gz",25834718,2026-06-16T03:00:19.707000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/02/orderbook_delta.parquet",23349439,2026-06-16T03:01:50.227000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/03/ws.jsonl.gz",22374266,2026-06-16T04:00:20.299000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/03/orderbook_delta.parquet",21232332,2026-06-16T04:01:10.308000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/04/ws.jsonl.gz",17640275,2026-06-16T05:00:18.574000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/04/orderbook_delta.parquet",17227125,2026-06-16T05:00:38.454000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/05/ws.jsonl.gz",16897741,2026-06-16T06:00:20.296000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/05/orderbook_delta.parquet",17216153,2026-06-16T06:00:43.046000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/06/ws.jsonl.gz",15585218,2026-06-16T07:00:18.735000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/06/orderbook_delta.parquet",16034910,2026-06-16T07:00:40.705000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/07/ws.jsonl.gz",17173078,2026-06-16T08:00:19.822000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/07/orderbook_delta.parquet",18084441,2026-06-16T08:00:42.478000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/08/ws.jsonl.gz",17825955,2026-06-16T09:00:18.862000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/08/orderbook_delta.parquet",19812097,2026-06-16T09:00:42.236000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/09/ws.jsonl.gz",23247612,2026-06-16T10:00:20.684000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/09/orderbook_delta.parquet",24950754,2026-06-16T10:00:49.515000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/10/ws.jsonl.gz",24017563,2026-06-16T11:00:22.176000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/10/orderbook_delta.parquet",26541201,2026-06-16T11:00:50.317000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/11/ws.jsonl.gz",24399631,2026-06-16T12:00:21.752000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/11/orderbook_delta.parquet",26744332,2026-06-16T12:00:49.904000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/12/ws.jsonl.gz",19329388,2026-06-16T13:00:22.898000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/12/orderbook_delta.parquet",20694716,2026-06-16T13:00:46.032000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/13/ws.jsonl.gz",19206086,2026-06-16T14:00:21.835000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/13/orderbook_delta.parquet",20681471,2026-06-16T14:00:45.509000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/14/ws.jsonl.gz",35572071,2026-06-16T15:00:23.898000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/14/orderbook_delta.parquet",34805203,2026-06-16T15:01:02.058000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/15/ws.jsonl.gz",35200285,2026-06-16T16:00:25.323000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/15/orderbook_delta.parquet",33826018,2026-06-16T16:01:01.748000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/16/ws.jsonl.gz",31000897,2026-06-16T17:00:24.435000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/16/orderbook_delta.parquet",32925295,2026-06-16T17:01:01.479000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/17/ws.jsonl.gz",38939768,2026-06-16T18:00:26.434000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/17/orderbook_delta.parquet",40896991,2026-06-16T18:01:08.967000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/18/ws.jsonl.gz",32806188,2026-06-16T19:00:26.088000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/18/orderbook_delta.parquet",34739627,2026-06-16T19:01:10.974000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/19/ws.jsonl.gz",36520093,2026-06-16T20:00:25.208000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/19/orderbook_delta.parquet",36450614,2026-06-16T20:01:07.059000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/20/ws.jsonl.gz",38323791,2026-06-16T21:00:26.938000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/20/orderbook_delta.parquet",39752794,2026-06-16T21:01:09.212000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/21/ws.jsonl.gz",35273414,2026-06-16T22:00:29.021000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/21/orderbook_delta.parquet",38530010,2026-06-16T22:01:18.618000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/22/ws.jsonl.gz",24112783,2026-06-16T23:00:25.800000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/22/orderbook_delta.parquet",25930827,2026-06-16T23:00:55.708000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-16/23/ws.jsonl.gz",14511565,2026-06-17T00:00:21.888000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-16/23/orderbook_delta.parquet",14385815,2026-06-17T00:00:41.018000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/00/ws.jsonl.gz",13722777,2026-06-17T01:00:23.716000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/00/orderbook_delta.parquet",12967707,2026-06-17T01:00:39.006000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/01/ws.jsonl.gz",14928802,2026-06-17T02:00:21.804000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/01/orderbook_delta.parquet",14227541,2026-06-17T02:00:40.956000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/02/ws.jsonl.gz",12591413,2026-06-17T03:00:23.279000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/02/orderbook_delta.parquet",12311321,2026-06-17T03:00:37.913000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/03/ws.jsonl.gz",13821068,2026-06-17T04:00:22.010000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/03/orderbook_delta.parquet",13471711,2026-06-17T04:00:40.316000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/04/ws.jsonl.gz",12372543,2026-06-17T05:00:21.741000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/04/orderbook_delta.parquet",12556668,2026-06-17T05:00:38.206000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/05/ws.jsonl.gz",10860629,2026-06-17T06:00:21.637000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/05/orderbook_delta.parquet",10685146,2026-06-17T06:00:55.011000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/06/ws.jsonl.gz",9620923,2026-06-17T07:00:22.359000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/06/orderbook_delta.parquet",9649063,2026-06-17T07:00:44.139000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/07/ws.jsonl.gz",9731740,2026-06-17T08:00:21.836000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/07/orderbook_delta.parquet",9582040,2026-06-17T08:00:35.233000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/08/ws.jsonl.gz",10320837,2026-06-17T09:00:22.808000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/08/orderbook_delta.parquet",10322074,2026-06-17T09:00:38.115000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/09/ws.jsonl.gz",11086066,2026-06-17T10:00:22.668000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/09/orderbook_delta.parquet",11333490,2026-06-17T10:00:36.784000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/10/ws.jsonl.gz",10951832,2026-06-17T11:00:21.798000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/10/orderbook_delta.parquet",10888365,2026-06-17T11:00:37.229000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/11/ws.jsonl.gz",13811119,2026-06-17T12:00:23.634000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/11/orderbook_delta.parquet",13451736,2026-06-17T12:00:41.045000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/12/ws.jsonl.gz",13733904,2026-06-17T13:00:23.016000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/12/orderbook_delta.parquet",13652915,2026-06-17T13:00:39.633000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/13/ws.jsonl.gz",12659104,2026-06-17T14:00:23.158000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/13/orderbook_delta.parquet",12640994,2026-06-17T14:00:40.225000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/14/ws.jsonl.gz",21915649,2026-06-17T15:00:26.556000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/14/orderbook_delta.parquet",21870991,2026-06-17T15:00:51.633000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/15/ws.jsonl.gz",25856084,2026-06-17T16:00:26.404000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/15/orderbook_delta.parquet",26142584,2026-06-17T16:00:58.769000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/16/ws.jsonl.gz",28243027,2026-06-17T17:00:26.348000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/16/orderbook_delta.parquet",28489744,2026-06-17T17:00:56.025000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/17/ws.jsonl.gz",28075141,2026-06-17T18:00:27.287000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/17/orderbook_delta.parquet",27470296,2026-06-17T18:00:56.445000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/18/ws.jsonl.gz",24802371,2026-06-17T19:00:28.171000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/18/orderbook_delta.parquet",25450126,2026-06-17T19:00:56.956000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/19/ws.jsonl.gz",26001253,2026-06-17T20:00:27.847000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/19/orderbook_delta.parquet",25397702,2026-06-17T20:00:55.152000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/20/ws.jsonl.gz",30066731,2026-06-17T21:00:28.662000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/20/orderbook_delta.parquet",31066861,2026-06-17T21:01:03.839000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/21/ws.jsonl.gz",39417576,2026-06-17T22:00:33.435000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/21/orderbook_delta.parquet",43655354,2026-06-17T22:01:20.471000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/22/ws.jsonl.gz",40143246,2026-06-17T23:00:31.832000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/22/orderbook_delta.parquet",47539803,2026-06-17T23:01:25.812000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-17/23/ws.jsonl.gz",23156276,2026-06-18T00:00:28.604000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-17/23/orderbook_delta.parquet",25679157,2026-06-18T00:01:00.961000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/00/ws.jsonl.gz",18930837,2026-06-18T01:00:27.255000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/00/orderbook_delta.parquet",18795615,2026-06-18T01:00:49.780000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/01/ws.jsonl.gz",20367991,2026-06-18T02:00:28.898000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/01/orderbook_delta.parquet",18587209,2026-06-18T02:00:54.144000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/02/ws.jsonl.gz",19024143,2026-06-18T03:00:27.602000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/02/orderbook_delta.parquet",18633842,2026-06-18T03:00:49.082000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/03/ws.jsonl.gz",19264744,2026-06-18T04:00:28.031000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/03/orderbook_delta.parquet",18832064,2026-06-18T04:00:53.799000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/04/ws.jsonl.gz",31329781,2026-06-18T05:00:32.001000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/04/orderbook_delta.parquet",33149397,2026-06-18T05:02:09.222000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/05/ws.jsonl.gz",25774700,2026-06-18T06:01:32.030000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/05/orderbook_delta.parquet",25979119,2026-06-18T06:02:05.199000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/06/ws.jsonl.gz",21012946,2026-06-18T07:00:29.259000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/06/orderbook_delta.parquet",20985480,2026-06-18T07:00:53.118000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/09/ws.jsonl.gz",11453595,2026-06-18T10:00:28.248000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/09/orderbook_delta.parquet",9717746,2026-06-18T10:00:41.989000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/10/ws.jsonl.gz",11571868,2026-06-18T11:00:27.678000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/10/orderbook_delta.parquet",10000703,2026-06-18T11:00:43.388000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/11/ws.jsonl.gz",11391379,2026-06-18T12:00:28.203000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/11/orderbook_delta.parquet",9927020,2026-06-18T12:00:46.265000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/12/ws.jsonl.gz",10252365,2026-06-18T13:00:28.076000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/12/orderbook_delta.parquet",9390229,2026-06-18T13:00:41.580000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/13/ws.jsonl.gz",9092552,2026-06-18T14:00:29.309000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/13/orderbook_delta.parquet",8114115,2026-06-18T14:00:41.824000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/14/ws.jsonl.gz",13360118,2026-06-18T15:00:28.919000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/14/orderbook_delta.parquet",11551612,2026-06-18T15:00:49.981000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/15/ws.jsonl.gz",19459142,2026-06-18T16:00:33.681000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/15/orderbook_delta.parquet",19932269,2026-06-18T16:00:56.827000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/16/ws.jsonl.gz",27685698,2026-06-18T17:00:34.134000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/16/orderbook_delta.parquet",28696118,2026-06-18T17:01:03.738000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/17/ws.jsonl.gz",28954782,2026-06-18T18:00:33.580000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/17/orderbook_delta.parquet",28904401,2026-06-18T18:01:28.735000+00:00,"0.1.42"
iad-kalshi,"raw/2026-06-18/18/ws.jsonl.gz",25165641,2026-06-18T19:00:31.952000+00:00,"0.1.42"
iad-kalshi,"parquet/2026-06-18/18/orderbook_delta.parquet",24155627,2026-06-18T19:01:00.209000+00:00,"0.1.42"
